commit,date,total_complexity,function_count,average_complexity
d658fa008e8acaa0fc706fd40aeec367df24d755,2017-11-01,0,1,0.0
76feaa6881f72358df1fb9eae80e823641017666,2017-12-09,0,1,0.0
95ae301c6a19763461aec21ab5a3d75721a4b2e5,2018-01-02,0,1,0.0
c60e8740985e9ff7c3dd789bfafaeb2f3dafd882,2018-02-01,0,1,0.0
414454749288c96a41a4d7fa77a9f1f0845dfa0f,2018-03-01,0,1,0.0
640f2eb9846c3fed9fca1c700adf9bfa867a9eaf,2018-04-01,0,1,0.0
ba47f4cdd4bf37ebdfd534a9d1a714369bb0b4f0,2018-05-01,0,1,0.0
c5830eb7074a5b7a71c953bfce49af0afac8ee27,2018-06-05,0,1,0.0
ff9720c219684cac99fc0b211c9d12b563df8c3f,2018-07-04,0,1,0.0
e6026fe3d204fc9b11ccc6c4bc7848d1be77f8c7,2018-08-02,0,1,0.0
f6f807704e47e310beddaa1b4ea654ac5a43b0f2,2018-09-07,0,1,0.0
55b3367897b1f336421d2f3e8bc853e6c47539f4,2018-10-01,0,1,0.0
2a0a9b337849031ffd3dfbec54b21fbe046e5a81,2018-11-06,0,1,0.0
62dfe4133705895115184f8e074867c1902646db,2018-12-01,0,1,0.0
8d7936490006e9bf14e4a9b30e9287b6bce16419,2019-01-01,0,1,0.0
d831afa7aff3c389e4f6b87186bfdea3fc84e6a6,2019-02-05,0,1,0.0
138a860629544f94e4c177c305a830fb5f1957fc,2019-03-03,0,1,0.0
94d94c42c7e261630ac5c9707ede6c418195b60c,2019-04-05,0,1,0.0
150e7556d4cbf1ebe24e437a5a5eae62f1261eb4,2019-05-02,0,1,0.0
880c1cc91e7e2ec753750f63757378d50f4d44e7,2019-06-02,0,1,0.0
29435918560b33f11e7ca7c8c52b46543e84fcfe,2019-07-09,0,1,0.0
849104b20408f5bb985385669862886f0f5f20d7,2019-08-01,0,1,0.0
a4949b9590bf63e18aa9a4a31100adeb65678119,2019-09-01,0,1,0.0
4e56168843e8f938ec9edf39123d9b0015392c59,2019-10-03,0,1,0.0
14305b0912dfa0d9792c320239e6c7c3ece2c316,2019-11-01,0,1,0.0
f30717a223f1ce8d2e742cd847aab1af36a68948,2019-12-08,0,1,0.0
eeff127418c32a05d01b834d4db38987a948b821,2020-01-02,0,1,0.0
0d3b4def2f2476a7432afbed2a4d89bfda5b1a33,2020-02-01,0,1,0.0
01a88a02ad8667cd5a71fe34de731e70dbdcf681,2020-03-02,0,1,0.0
691e29bdaa45314d634a0dacdb31b48a70d77a32,2020-04-01,0,1,0.0
4085025a80e1aa6344f80f84db0c15e5d1199368,2020-05-01,0,1,0.0
36df9314499d81eebd9c1cca2fde4a606c0b6214,2020-06-01,0,1,0.0
9b94ff2ec39c200ccbe073fecc8aa89ddddcf301,2020-07-01,0,1,0.0
84cf7d38ac39cb11c3a255c4b695fd3730b4c5a0,2020-08-01,0,1,0.0
3341dce917219015f292d1add5c8a75d9d5e8c9e,2020-09-04,0,1,0.0
1ac2a2082ab29c39cc3834acd517407343d5f386,2020-10-01,0,1,0.0
0b629178e228998ff3eab170978945aa993e9081,2020-11-01,0,1,0.0
d310b423038f0d38e94aa061f4f67237c96308f9,2020-12-02,0,1,0.0
0237a004d17b3363889406aaae04b1186a306cb9,2021-01-04,0,1,0.0
96fc815f45b28c93e4927485d6f310b35a8a7825,2021-02-01,0,1,0.0
7b55acfa09c2cd33fc384e065e33964bf5e3a598,2021-03-02,0,1,0.0
407b5b06bca1050c0b4b32db4c06aa0493cd1f52,2021-04-01,0,1,0.0
29089b5ba4a22ea095fc037b16f9b3602de7b180,2021-05-05,0,1,0.0
ecabed1e68acff23a5b3d0668a9dd2df55513d5d,2021-06-02,0,1,0.0
80e4e26669e4573f9d889d05a0ab5b037e09b157,2021-07-01,0,1,0.0
8ad7df6e903eabee82cfad0ea8111ab21a21e1b3,2021-08-02,0,1,0.0
a5c5be52464ea4cc6873a65db4a0761ae534f9dd,2021-09-03,0,1,0.0
8d781bc5c273a9a311f417c6ab53df0b86405daf,2021-10-03,0,1,0.0
72ebea00fae13a496b743100525ae47a354c0336,2021-11-04,0,1,0.0
a8a117b4694906f6fe2460d27a88116293824d81,2021-12-02,0,1,0.0
73006a214bec1a0df9a7e43b2df87dfc604e6a92,2022-01-03,0,1,0.0
ec380a6097d540c122abae6ef01cdbc6ad2e8321,2022-02-02,0,1,0.0
b65b972b2fb9ac101a8c241dee521bb942bdfce5,2022-03-01,0,1,0.0
3d4e7af2201d5b0257d452d56bebe089c3922fca,2022-04-01,0,1,0.0
7a2c704eb2824d80f4a28cfb94fbef15c0b14d30,2022-05-01,0,1,0.0
cd24214da93a43a98454f377899a1d817e596638,2022-06-08,0,1,0.0
02f6d63cb77b81e5e618b7448ed754ea903c86eb,2022-07-01,0,1,0.0
ac2512050218d62cdb4002f81a66403a91ce9a3a,2022-08-01,0,1,0.0
d343fce9d16d60fe7d3f46c7f48a8afa989cdabb,2022-09-04,0,1,0.0
f0e771ce3fe5b6e76b917f296fc9d6ac79a2361a,2022-10-03,0,1,0.0
366baffe4637791fe40935af329c3dc87ca67335,2022-11-01,0,1,0.0
978f2a397cc7f2fb56babe8dab9dba9e316329fb,2022-12-08,0,1,0.0
37edf714150d41ed42bd0456fef78eb8fda5e488,2023-01-02,0,1,0.0
26fcf23026da51f0f52ef3cde15962f597479de5,2023-02-11,0,1,0.0
1ebbcd59ec2978be7b4f26c61cca9f8d8bcf5ab4,2023-03-04,0,1,0.0
dc450b5edc75a1fd2d2cf1015eb036fcd449ed3d,2023-04-01,0,1,0.0
024561e9b01ee50037f97299df8cd4b1eb5e3a0b,2023-05-01,0,1,0.0
709673d1fdf1bba2f59a65368c93390398525ac7,2023-06-04,0,1,0.0
